train_error,test_error,epoch,hidden_size,n_hidden
0.023809423858598657,0.024761977837025922,71,5,2
0.023600153172938374,0.02486985533611925,72,5,2
0.023438039615636386,0.024891291497527047,73,5,2
0.023280196384224922,0.02479404869223604,74,5,2
0.023105055890835467,0.02432006501080507,75,5,2
0.02294832589069561,0.024288078109397943,76,5,2
0.022798211790551172,0.023931238321893495,77,5,2
0.022649000440116095,0.023804938205336603,78,5,2
0.022503002248437615,0.023685180360911925,79,5,2
0.022364902834273743,0.023740500576670397,80,5,2
0.02222835715068056,0.023620254158949167,81,5,2
0.022103196807755663,0.023586208020400953,82,5,2
0.0219646724591925,0.023031056113329857,83,5,2
0.02183081491776631,0.022967894801609448,84,5,2
0.021705490136991978,0.02284611859245142,85,5,2
0.021580980760553158,0.022809067664085032,86,5,2
0.021467776065075907,0.022847218588491272,87,5,2
0.021344631952336334,0.022548485570101192,88,5,2
0.02123007969195324,0.022431203295944654,89,5,2
0.021123943042262668,0.022188778273700503,90,5,2
0.021008836574661405,0.022244121554619033,91,5,2
0.020904691639292077,0.022224539532686407,92,5,2
0.020796388158088156,0.02198880791033828,93,5,2
0.02070236528158076,0.0220933845885786,94,5,2
0.02059973641836111,0.021971635397718365,95,5,2
0.020493625922367874,0.021714274352115714,96,5,2
0.020396752996833686,0.02161490182132226,97,5,2
0.020302695672641674,0.021420726298816955,98,5,2
0.020212976991871016,0.021260940316351503,99,5,2
0.7184851129569995,0.7156612202021287,1,10,2
0.6801020326875594,0.6792005770263813,2,10,2
0.5849436843369905,0.5822213334125551,3,10,2
0.2747074915331147,0.2738851436936461,4,10,2
0.14579420774494908,0.14666605046036196,5,10,2
0.10138477366480392,0.10285259110926726,6,10,2
0.08057240676173777,0.08231825043160249,7,10,2
0.0691565294129131,0.07002674873112544,8,10,2
0.0619847445079287,0.0626430619249905,9,10,2
0.056142563118617685,0.057215734372465576,10,10,2
0.052191272627420716,0.05360778070585588,11,10,2
0.049263148524612166,0.05089224459951633,12,10,2
0.05121690429961712,0.055813987647696274,13,10,2
0.04531495837903145,0.04608978354904934,14,10,2
0.04356159161380561,0.045564564157019226,15,10,2
0.04211299263238549,0.043421297722590825,16,10,2
0.04102349436127677,0.04278385995958665,17,10,2
0.04042069003668143,0.04093419578941122,18,10,2
0.0391106105605089,0.04075004510788453,19,10,2
0.038545530723958735,0.03928706334522033,20,10,2
0.038011805869448564,0.03855198231384101,21,10,2
0.03701580902187008,0.03866971396214554,22,10,2
0.0373891071899598,0.04052468443426359,23,10,2
0.03590238963905627,0.0374498185141189,24,10,2
0.03554196126714199,0.037617606433778907,25,10,2
0.03494180967854397,0.03625095320767593,26,10,2
0.034603982634470655,0.035456303496829926,27,10,2
0.03405103307718646,0.0358241018472252,28,10,2
0.03356506898863674,0.03481985423203681,29,10,2
0.0332197869444348,0.03400727529946423,30,10,2
0.032617778366919675,0.034248224778120916,31,10,2
0.03231867721842439,0.03455300139590441,32,10,2
0.03167534301663771,0.033304137922878146,33,10,2
0.03127733513102903,0.03314424744974145,34,10,2
0.030780287477071185,0.032216865774014676,35,10,2
0.030368889360338863,0.03180436770008631,36,10,2
0.029979729049178547,0.031240814492978736,37,10,2
0.02966420322975522,0.0314905670971103,38,10,2
0.029256839756913663,0.0307982900761939,39,10,2
0.029034980057614606,0.02980679721459954,40,10,2
0.028587644943139263,0.029753810670276264,41,10,2
0.028322439918993855,0.030165295995718634,42,10,2
0.02794982231116247,0.029386099931823322,43,10,2
0.027660277766898035,0.028792541986480062,44,10,2
0.027369699109070986,0.02896701615135179,45,10,2
0.027056116996091995,0.02837739244894566,46,10,2
0.026820751193834078,0.027753032805827332,47,10,2
0.02648669088586793,0.027690926089572226,48,10,2
0.02622471709782293,0.02725227484529634,49,10,2
0.025926082844258062,0.027045733084108726,50,10,2
0.025657828230906572,0.02717921367183324,51,10,2
0.025366072278758627,0.02674583923059591,52,10,2
0.025092315178045638,0.026427065611541904,53,10,2
0.024827178887750878,0.026195306271395807,54,10,2
0.024566993759611713,0.025951988314200532,55,10,2
0.024299652591201697,0.025461159876848796,56,10,2
0.02404611653089081,0.025315662555172033,57,10,2
0.02380435546593413,0.024838656197347823,58,10,2
0.023556240281790257,0.024840833921796878,59,10,2
0.023313098529001226,0.024473959054029524,60,10,2
0.023089224452213473,0.02412525199919606,61,10,2
0.02286696831241686,0.0238672833332486,62,10,2
0.022642054752425828,0.02367350023266102,63,10,2
0.022410142123856343,0.023650946839513007,64,10,2
0.022219341405910895,0.02322321892406385,65,10,2
0.02200779834860218,0.023145725471051596,66,10,2
0.021809841053920052,0.02295651744911218,67,10,2
0.021616795662322663,0.02278145725595735,68,10,2
0.021431801148953784,0.022652132931612418,69,10,2
0.021245659722318386,0.02240011927858122,70,10,2
0.02107134546003975,0.022083124951265288,71,10,2
0.020892723699452092,0.021986918231208553,72,10,2
0.020723713591671793,0.021795830184481127,73,10,2
0.020563426920761102,0.021563225628743698,74,10,2
0.020397606425716,0.02147306008003695,75,10,2
0.020240695031536676,0.021318830480843647,76,10,2
0.020090099655091016,0.021115106833168903,77,10,2
0.019944328298705512,0.020927294606876267,78,10,2
0.01979513233349393,0.020824619636912813,79,10,2
0.01966304565317427,0.020598241690622684,80,10,2
0.019506486103523905,0.020624998904216638,81,10,2
0.019380575788492668,0.02037646081617131,82,10,2
0.01924883296318416,0.02026012695196014,83,10,2
0.019118623349056105,0.02015002791987696,84,10,2
0.01899228819450718,0.020050477144240318,85,10,2
0.01886943874430502,0.019876076921418077,86,10,2
0.0187490510031963,0.019817646442864267,87,10,2
0.018632660011476034,0.019738443411225565,88,10,2
0.018517104354804456,0.01959926617337668,89,10,2
0.018404970633302625,0.019488916049509673,90,10,2
0.018294671593855474,0.019334875167343807,91,10,2
0.01818706828191206,0.01922259221222683,92,10,2
0.018081695886846917,0.019110519137315467,93,10,2
0.017978501331860807,0.019033550365287092,94,10,2
0.01787724003845392,0.01886439420937846,95,10,2
0.01777812979844688,0.01882380337192497,96,10,2
0.017680941622334145,0.018715611975540468,97,10,2
0.01758591753043634,0.018619541967704965,98,10,2
0.0174926799971888,0.018530424756143197,99,10,2
0.6853642457925458,0.683934391312517,1,25,2
0.5864671020162486,0.5833044178578146,2,25,2
0.21030466025954028,0.20952856090840924,3,25,2
0.10773142564388044,0.1087578583985091,4,25,2
0.07862032918368606,0.08041594315865831,5,25,2
0.0650811118043637,0.06670595636236866,6,25,2
0.05779939739374502,0.05877930999324176,7,25,2
0.05267295043926924,0.053853699541844886,8,25,2
0.0492893164387503,0.050915672476414556,9,25,2
0.04665972001053395,0.04797395496872064,10,25,2
0.04476087958330109,0.04572239145623184,11,25,2
0.04309017749829456,0.044266385556277384,12,25,2
0.04178943439206014,0.04285114298408845,13,25,2
0.040724522739475584,0.041661070493202765,14,25,2
0.03973764817193344,0.040901666352165224,15,25,2
0.03895267769602142,0.03985051014019632,16,25,2
0.03819943620498647,0.03923610885785165,17,25,2
0.03761203100946181,0.038460735368857336,18,25,2
0.03704699457327404,0.03787606739092046,19,25,2
0.0365210736626969,0.03736696376461919,20,25,2
0.03601384741506923,0.03699922156070782,21,25,2
0.035587504407548314,0.036575715244228625,22,25,2
0.03519500780941069,0.03617068752453556,23,25,2
0.0348188183460532,0.03593054646520106,24,25,2
0.03449201440326823,0.0357556892322838,25,25,2
0.034197987252450525,0.035113950870425334,26,25,2
0.03387985796570202,0.03499546903994084,27,25,2
0.03364356672796324,0.03451607794663535,28,25,2
0.033396863720722945,0.034235016156054544,29,25,2
0.03318874845872557,0.033936126038287245,30,25,2
0.03288706322777127,0.033889581463940256,31,25,2
0.03266324083337598,0.03374314127137046,32,25,2
0.03247101224816958,0.03342708160075653,33,25,2
0.03229324587731729,0.03371288832431308,34,25,2
0.032083001648874475,0.03339737326159585,35,25,2
0.03189824242210129,0.03318748570716971,36,25,2
0.031714306327017536,0.032800395069951256,37,25,2
0.03155346898668829,0.03255844849692226,38,25,2
0.03139576336934959,0.03271804795989787,39,25,2
0.03122927204561794,0.03225259329308323,40,25,2
0.031149079376008353,0.032733409792301424,41,25,2
0.030922470804185125,0.03219230514955412,42,25,2
0.030783873403633,0.03171171670572128,43,25,2
0.030627914393588328,0.03159910241735779,44,25,2
0.030476160958917163,0.03173710137650194,45,25,2
0.030316488902277602,0.03142309524639126,46,25,2
0.03019221369275529,0.031129786989212007,47,25,2
0.030030896813009317,0.031120087180965466,48,25,2
0.029895817342880826,0.03085456187935911,49,25,2
0.02973965914078515,0.0307931939857956,50,25,2
0.02959978128413501,0.03056433778500087,51,25,2
0.029442231913997655,0.030538664371812956,52,25,2
0.02929277876002678,0.030405011200344077,53,25,2
0.02914382673323958,0.030299926195151587,54,25,2
0.028995055998878538,0.0301553457953563,55,25,2
0.028846975069494116,0.02989013323546876,56,25,2
0.02870522926007635,0.02966021533242583,57,25,2
0.02855575170834022,0.0295061751630165,58,25,2
0.028407502744484413,0.029353924748011014,59,25,2
0.028273989846087404,0.02913016140617305,60,25,2
0.028108161210550528,0.029097699722196523,61,25,2
0.0279667965458865,0.028900942311406667,62,25,2
0.027813275077962114,0.02885410302185597,63,25,2
0.027674206438819855,0.028878820136228438,64,25,2
0.027527596254632157,0.02866738027087416,65,25,2
0.027386854803148633,0.028431959936933586,66,25,2
0.027247602277479084,0.02836574681147187,67,25,2
0.027120975867158843,0.0283825530859776,68,25,2
0.02698477611734752,0.028241150140227104,69,25,2
0.026852074814360263,0.028114052410461114,70,25,2
0.026713261449662826,0.027905385394384308,71,25,2
0.026581743172387443,0.02774687731843734,72,25,2
0.02645204495168362,0.02757866376281826,73,25,2
0.026328138465489245,0.027506533134911568,74,25,2
0.026201470731828297,0.02733718209546619,75,25,2
0.026075872668731653,0.027280251859701996,76,25,2
0.025958308158555005,0.027068157004020085,77,25,2
0.025839852863036264,0.02689941671084638,78,25,2
0.02572379037855645,0.02675921161779322,79,25,2
0.02560782222948951,0.026660182393090256,80,25,2
0.02549384059846877,0.02658261196660504,81,25,2
0.025382335172394972,0.026465693184850387,82,25,2
0.025272709993565786,0.026389567189408863,83,25,2
0.025164800550780148,0.02624204316839666,84,25,2
0.02505832689617791,0.026168326834519813,85,25,2
0.024954428344693656,0.02609920284124821,86,25,2
0.02485138910363962,0.025995982505565313,87,25,2
0.02474942040942204,0.02586371232190054,88,25,2
0.024649959207649463,0.025780305930131742,89,25,2
0.024551432488913515,0.025663461988894423,90,25,2
0.024454644901103034,0.025546886228405,91,25,2
0.024361056687173734,0.025402243133119843,92,25,2
0.02426701742659326,0.02531695610020723,93,25,2
0.024173414892100453,0.025279908780124073,94,25,2
0.02408249391546874,0.025201077452430835,95,25,2
0.02399419705188601,0.025156516468654747,96,25,2
0.02390564190375797,0.025055284207007318,97,25,2
0.023818423214840987,0.02495350410309972,98,25,2
0.023732898869140557,0.024861992638892223,99,25,2
0.714858562020706,0.709649862569792,1,50,2
0.34034925995859105,0.3364602591106439,2,50,2
0.12147887437541748,0.12232414739782979,3,50,2
0.0804289987676983,0.0818105773123188,4,50,2
0.06561690889438514,0.06683588721269047,5,50,2
0.057820247629011015,0.05935315205640334,6,50,2
0.05295706676078147,0.05413419400223436,7,50,2
0.04987082433525495,0.050864155476246876,8,50,2
0.047193198068393116,0.04843345079752727,9,50,2
0.04534544788835437,0.046604863431867746,10,50,2
0.04389853331983598,0.04483322998497104,11,50,2
0.042624816574333244,0.04372930091350079,12,50,2
0.04160791869150595,0.042537896921947475,13,50,2
0.04101806401754693,0.041579661059712746,14,50,2
0.04010741110864113,0.04077716020100237,15,50,2
0.039485460854009655,0.04006761803238821,16,50,2
0.03870688112976429,0.039529819012254476,17,50,2
0.038237550184783614,0.039535851267011805,18,50,2
0.03767512093057455,0.03852531507890586,19,50,2
0.037236639027767256,0.03832703594969753,20,50,2
0.03682200773990316,0.03778167349796408,21,50,2
0.036465651729936314,0.03755160043038524,22,50,2
0.03611498366062882,0.037121119946773064,23,50,2
0.03580759992915679,0.036645547700427786,24,50,2
0.03550476336076933,0.03649112366044545,25,50,2
0.035230247896281666,0.03612872950908033,26,50,2
0.035009514832794054,0.03572429204732408,27,50,2
0.03473043483216137,0.03562872985721237,28,50,2
0.03450674847296547,0.03554190729654235,29,50,2
0.03428786846803793,0.03529738945935914,30,50,2
0.03408140451575516,0.035064524094168895,31,50,2
0.03388701987914187,0.03484257445833322,32,50,2
0.033703025974633885,0.03464832676070761,33,50,2
0.033541370088438785,0.03434464831528392,34,50,2
0.0333742578269131,0.03417802429592538,35,50,2
0.033219467389399314,0.034002613565952654,36,50,2
0.03305667132777178,0.03410129216634926,37,50,2
0.03291419362292995,0.033733344801260425,38,50,2
0.032770154582971216,0.03382987080511813,39,50,2
0.03263012923359954,0.03363926545561454,40,50,2
0.03251499411547999,0.033639559979110535,41,50,2
0.032379982055811316,0.03344332100653207,42,50,2
0.03226039281897004,0.03311385884048888,43,50,2
0.03214120651931004,0.03318059740523325,44,50,2
0.03202681921737127,0.03302473520940998,45,50,2
0.03191742512160938,0.0328897794481838,46,50,2
0.0318140777221794,0.032734518747488436,47,50,2
0.031712345391253456,0.03264115342562049,48,50,2
0.03161578161209248,0.03252167160472474,49,50,2
0.03151806426394392,0.03246350626887854,50,50,2
0.031426014089201856,0.032365927672842645,51,50,2
0.03133809877262656,0.032248478375634576,52,50,2
0.03124868040123131,0.03220840846508033,53,50,2
0.03116628138566806,0.03207774193373824,54,50,2
0.03108723314266714,0.03196303744874817,55,50,2
0.03100749288759174,0.031879111733876545,56,50,2
0.030921666785953872,0.031885244159432356,57,50,2
0.030844707278304746,0.03183110881418603,58,50,2
0.030770772570437227,0.03180023460024853,59,50,2
0.03069747169390561,0.03168533403062621,60,50,2
0.03062540512349465,0.031647286396367845,61,50,2
0.03056218376069713,0.03145967869592231,62,50,2
0.030489882502238504,0.03144485491432261,63,50,2
0.03042374453819344,0.03137336545689462,64,50,2
0.03036139466641052,0.03127474928446803,65,50,2
0.030294422830675724,0.0312559592984537,66,50,2
0.030230846821163226,0.031239253323784903,67,50,2
0.030172004780464418,0.031111546587091823,68,50,2
0.030110568631876115,0.031075740181234802,69,50,2
0.03005159064457793,0.031015156626360507,70,50,2
0.029993095024940464,0.03105599954314791,71,50,2
0.029937018185688356,0.03089369142511185,72,50,2
0.029886367631588907,0.030782675971456924,73,50,2
0.0298314987263057,0.030729457842632948,74,50,2
0.029773866475013393,0.030708241095789107,75,50,2
0.029722357933640475,0.03063814195300539,76,50,2
0.02966509742889864,0.03065336001397251,77,50,2
0.029613022299322684,0.03066406379201138,78,50,2
0.02956195545653854,0.030611239787260797,79,50,2
0.029511899074835077,0.03057155669284952,80,50,2
0.029465021022499215,0.030580112479904328,81,50,2
0.029414228389981742,0.030529976020511024,82,50,2
0.029365444059674048,0.03044183910208702,83,50,2
0.02931700782329829,0.03037558894579852,84,50,2
0.029269633043072608,0.030315509669113724,85,50,2
0.029222769126090092,0.03025690629240511,86,50,2
0.02917688815698118,0.030184766364738637,87,50,2
0.029130861334785915,0.030168554758660676,88,50,2
0.02908664951717246,0.030074693828381308,89,50,2
0.02904077822843768,0.03007008772410304,90,50,2
0.028996191708007518,0.03002670938580794,91,50,2
0.028952252230607194,0.02998726109120142,92,50,2
0.02890869677096913,0.029964889097966935,93,50,2
0.02886551414023637,0.02993120362405534,94,50,2
0.028822250196404945,0.029875362254109968,95,50,2
0.02877998086540948,0.02979900927713569,96,50,2
0.028737706137841292,0.029753082881991282,97,50,2
0.02869520767692044,0.029735609150145843,98,50,2
0.028653235991900904,0.02969614926007578,99,50,2
0.6102814916024357,0.6042905311790553,1,100,2
0.18007794395539636,0.17923566740084573,2,100,2
0.0941562724387636,0.09549507808117766,3,100,2
0.07212318162292954,0.07392653851989876,4,100,2
0.06208693585697308,0.06387436189072497,5,100,2
0.05604085155689161,0.05735463559195556,6,100,2
0.05255688578610406,0.05435100312676582,7,100,2
0.04966185484011277,0.05073933821518325,8,100,2
0.047577999590015733,0.048902608741783565,9,100,2
0.04612260709079093,0.04706085021744248,10,100,2
0.04487763698539976,0.045743942805932025,11,100,2
0.04365709837417998,0.04480357431470896,12,100,2
0.042743930803089435,0.04364442070038667,13,100,2
0.04193058116181098,0.04289047916916365,14,100,2
0.04125592263553534,0.042326152524086245,15,100,2
0.04068110733983047,0.04145613861290442,16,100,2
0.04011187455925217,0.04091307413354187,17,100,2
0.03960059206147589,0.040418421805129105,18,100,2
0.03914852096448282,0.03996535017539485,19,100,2
0.038729779543121054,0.03960861409913337,20,100,2
0.03836561200431518,0.03914854223635457,21,100,2
0.03802045855967867,0.0387848429766081,22,100,2
0.037685754880219656,0.038580621008707724,23,100,2
0.03740286620640497,0.038129685229956814,24,100,2
0.03711539263647336,0.03786339861210288,25,100,2
0.03684167179956674,0.03767596624145525,26,100,2
0.03659417241081884,0.03749945296131431,27,100,2
0.036370594426334654,0.03712582635351637,28,100,2
0.036143212862800936,0.03703428432180991,29,100,2
0.03593409273433392,0.036739071492376416,30,100,2
0.035755161930905645,0.03645206255093753,31,100,2
0.03554951554619777,0.03643048209367681,32,100,2
0.03537007903922923,0.036233196867429346,33,100,2
0.035204342337032186,0.03611710491669814,34,100,2
0.0350372505513824,0.0358800282148424,35,100,2
0.034883143346085575,0.03568189434650206,36,100,2
0.03473330707868125,0.03559353426419306,37,100,2
0.034589442933617404,0.035422951109685095,38,100,2
0.0344523032604806,0.03528253608787043,39,100,2
0.034319870919097294,0.03515066025853763,40,100,2
0.034198929349961486,0.0349489387083609,41,100,2
0.03407546216716216,0.03483350706479448,42,100,2
0.03395406098528423,0.03475017839951234,43,100,2
0.033843428867683566,0.03460144435384226,44,100,2
0.033727902978590574,0.03458594262426974,45,100,2
0.033621559919106786,0.03443254256577135,46,100,2
0.03351774053528834,0.03435429742256667,47,100,2
0.033417912569470375,0.03424773612352681,48,100,2
0.033324192235066115,0.03409701880158752,49,100,2
0.033226374668427566,0.034063181144244475,50,100,2
0.033135287254076815,0.033974879041090277,51,100,2
0.03304643123709797,0.03390376280561351,52,100,2
0.03296018466892148,0.03382100434023904,53,100,2
0.032876292392196804,0.03374382485311554,54,100,2
0.032794915031076156,0.0336315971628185,55,100,2
0.03271534486217278,0.03356120203185729,56,100,2
0.03263837780237997,0.033470905446057506,57,100,2
0.0325647017880085,0.03336757632798231,58,100,2
0.0324894873329816,0.03332530861777082,59,100,2
0.03242048311018718,0.033352033050186095,60,100,2
0.03235139861937761,0.033295297410933955,61,100,2
0.03228016482630764,0.03318853108164063,62,100,2
0.032214575418754464,0.03314596082207965,63,100,2
0.03215006639333715,0.03309431815514679,64,100,2
0.032085959892331976,0.03302788158294301,65,100,2
0.032024968687943293,0.032983974998112085,66,100,2
0.0319594527055881,0.03283149672914594,67,100,2
0.03189989837867758,0.03275993167382266,68,100,2
0.03184614590095506,0.0328018902085262,69,100,2
0.0317838103162283,0.03266706804956458,70,100,2
0.031727841507243226,0.03261676510270715,71,100,2
0.031673202896584346,0.032586354872387514,72,100,2
0.03161869939055356,0.032499110036851055,73,100,2
0.03156583763818389,0.03245558634228487,74,100,2
0.031513839268174346,0.03239963330394854,75,100,2
0.03146305672768568,0.0323306689565553,76,100,2
0.03141319014882238,0.032281220246470135,77,100,2
0.031363848094576846,0.03224815175146481,78,100,2
0.03131563929876222,0.03220247878794486,79,100,2
0.03126842663361123,0.03215861543425531,80,100,2
0.03122198123419006,0.03212822076131383,81,100,2
0.03117618466595451,0.03207819178249763,82,100,2
0.031131247769455514,0.03203184175902436,83,100,2
0.031087141175981218,0.031982244862127106,84,100,2
0.031043907074662338,0.03192573639405392,85,100,2
0.03100197487656368,0.031862462233315965,86,100,2
0.03096179501004621,0.03179159702717763,87,100,2
0.03091996873487823,0.03175778933734375,88,100,2
0.030881271729354627,0.03169684063375406,89,100,2
0.030839887621248115,0.031671757420862555,90,100,2
0.03079820310867431,0.031666421722798085,91,100,2
0.030758569805137845,0.03165862932429671,92,100,2
0.030720221827683636,0.03164066521863654,93,100,2
0.030682531425858577,0.031602967950392316,94,100,2
0.03064572362444063,0.03158723467050424,95,100,2
0.030608728657551088,0.03151239212060701,96,100,2
0.03057341244058754,0.03145089242394612,97,100,2
0.030537452344553382,0.031424346952258674,98,100,2
0.0305028124766199,0.031380275403210124,99,100,2
